BAJAJ-AUTO,BAJAJ-FINSV,BAJAJ-FINANCE
3014.15,6190.35,3487.8
2967,6359.6,3643.85
2958.4,6365.05,3668.65
2880.55,6355.55,3619.7
2896.4,6277.2,3596.8
2883.2,6263.65,3505.15
2898.2,6234.25,3500
2901.75,6026.8,3422.85
2910.15,6129.25,3498.7
2914.7,6128.4,3544.4
2916.35,6112.15,3440.7
2957.7,6115.55,3513.4
2937.35,6145.95,3521.5
3037.95,6007,3471.95
3019.2,5888.45,3474.8
3050.95,5712.25,3330.15
2986.7,5682.3,3303
2985.85,5646.65,3243.85
2986.2,5425.7,3028.9
2931.85,5803.3,3138.95
2957.4,5985.95,3335.15
2966.35,5876.7,3294.75
2897.5,5852.35,3278.6
2881.1,6053.6,3442.8
2985.4,5881.15,3382.9
2952.3,5995.4,3474.3
2972.25,5905.25,3331.15
3077.4,5871.95,3326.45
3074.55,5915.2,3317.9
3059.8,5912.75,3327.2
3022.75,5867.65,3272.6
3034.45,6100.05,3372.05
3054.15,5899.05,3214.75
3027.4,5952.3,3231.35
3044.75,5981.1,3267.2
2980,5951.85,3262.15
3004.2,5904.15,3232.85
3018,5873.4,3314.45
3006.2,5831.55,3316.9
3082.25,5700.95,3293.9
2895.15,5667.25,3453.25
2947.35,5642.35,3370.8
2944.05,5623.95,3380.05
2925.35,5573.5,3309
2886.9,5701.45,3419.8
2843.7,5743.6,3490.8
2914.85,5811.85,3561.45
2926.1,6055.15,3736.9
2949.3,6286.45,3780.75
2977.4,6283.35,3865
3001.95,6687.65,4208.55
2997.5,6944.8,4268.8
3023.1,7026.2,4298.3
3017.45,7261.1,4376.05
3040.75,7335.55,4374.8
3041.9,7365.35,4488
3045.15,7789.95,4653.75
3037.9,7823.4,4536.55
3034.25,8542.6,4715.85
3058.55,8774.35,4811.45
3077.75,8859.7,4810.65
3095.7,8717.75,4689.75
3051.25,8806.7,4821.25
3129.2,8758.8,4908.8
3173.55,8746.55,4861.1
3243.65,8802.2,4823.9
3338.15,9114.05,4867.45
3294.4,9052.45,4875.35
3311.4,9051.95,4829.45
3319.55,8969.4,4792.15
3326.2,9010.65,4844.15
3306.55,9028.85,4794.8
3290.85,8995.05,4843.85
3327.65,8933.5,4898.65
3289,9296.95,5122.5
3271.65,9257.7,5146.6
3303.5,9294.1,5286.7
3270.45,9215.6,5252.5
3347.55,8846.75,5041.85
3238.25,8938.85,5011.4
3265.3,9013.25,5088.9
3309.65,8992.55,5184.9
3374.75,8995.05,5204.1
3414.7,8976.05,5200.5
3431.55,8961.7,5334.15
3448.15,8906.35,5295.2
3444.05,8870.45,5280.15
3481.25,8898.75,5216.2
3522.45,8820.85,5119
3492.65,8786.35,5030.3
3462.7,8988,5081
3437.95,9171.6,5082
3529.15,8986.1,4984.25
3617.35,8959,5042.2
3624.25,8793.65,4902.9
3600.9,8747.35,4877.35
3576.05,8636.1,4883.6
3580.3,8354.6,4719.85
3563.75,8924.15,4959.15
3641,8938.25,4981.95
3643.95,9052.8,5118.3
3703.3,9071,4972.55
4089.5,9198.9,4908.7
4168.95,9126.1,4845
4146.35,8955.3,4810.25
4135.8,8722.75,4734.55
4005.8,9721.8,5058.6
4114.7,9476.3,5173.2
4201.45,9536.05,5245.1
4236.35,9700.55,5504.85
4223.5,9722.2,5538.55
4231.25,10021.05,5497.7
4237.45,9941.65,5400.3
4154.9,10227.95,5475.9
4151.55,10216.65,5567.05
4181.9,10278.8,5577.45
4136.05,10537.7,5779.85
4122.3,10460.6,5760.25
4132.85,10185.65,5705.15
4165.7,10198.95,5563.35
4115.45,10250.45,5497.95
4001.1,10000.6,5376.85
3971.55,10008.65,5383.7
3912.25,10199.6,5562.9
3931.85,10264.45,5529.95
3944.8,9648.6,5264.9
3798.7,9774.05,5266.8
3814.05,9877,5316.3
3944.05,10395.6,5542.9
3901.1,10129.95,5485.9
3879.05,9958.1,5444.9
3852.85,9839.1,5320.65
3798.75,9969.15,5415.05
3798.75,9991.45,5545.05
3867.55,9934.1,5557.85
3746.4,9689.05,5439.05
3664.65,9613.3,5455.95
3654.45,9525.1,5359.8
3569.6,9430.15,5371.85
3664.5,9440.65,5453.25
3650.05,9405.85,5389.35
3664.75,9405.2,5378.8
3678.35,9202.05,5270.3
3603.55,9057.55,5122.2
3501.6,9467.45,5183.05
3600.05,9502.35,5193.55
3666.7,9668.6,5149.85
3670.6,9789.5,5272.15
3743.05,9481.65,4962.5
3598.5,9519.5,4993.1
3615.5,9539.6,5077.1
3680.2,9654.8,5029.5
3649.8,9629.05,4872.3
3651.3,9163.15,4511
3541,9806.7,4728.75
3602.45,9739.7,4660.3
3597.5,9824.75,4616.6
3634.65,9469.9,4479.6
3515.55,9819.4,4613.65
3600.9,9853.85,4688.7
3681.4,9916.65,4667.8
3672.5,10001.75,4736.55
3738.85,10091.35,4865.05
3785.5,10489.3,5280.9
3889.75,11176.55,5484.85
3836.45,11041.65,5451.9
3833.75,,
